gene_symbol,GSM3068464,GSM3068465,GSM3068466,GSM3068467,GSM3068468,GSM3068469,GSM3068470,GSM3068471,GSM3068472,GSM3068473,GSM3068474,GSM3068475,GSM3068476,GSM3068477,GSM3068478,GSM3068479,GSM3068480,GSM3068481,GSM3068482,GSM3068483,GSM3068484,GSM3068485,GSM3068486,GSM3068487,GSM3068488,GSM3068489,GSM3068490,GSM3068491,GSM3068492,GSM3068493,GSM3068494,GSM3068495,GSM3068496,GSM3068497,GSM3068498,GSM3068499,GSM3068500,GSM3068501,GSM3068502,GSM3068503,GSM3068504,GSM3068505,GSM3068506,GSM3068507,GSM3068508,GSM3068509,GSM3068510,GSM3068511,GSM3068512,GSM3068513,GSM3068514,GSM3068515,GSM3068516,GSM3068517,GSM3068518,GSM3068519,GSM3068520,GSM3068521,GSM3068522,GSM3068523,GSM3068524,GSM3068525,GSM3068526,GSM3068527,GSM3068528,GSM3068529,GSM3068530,GSM3068531,GSM3068532,GSM3068533,GSM3068534,GSM3068535,GSM3068536,GSM3068537,GSM3068538,GSM3068539,GSM3068540,GSM3068541,GSM3068542,GSM3068543,GSM3068544,GSM3068545,GSM3068546,GSM3068547,GSM3068548,GSM3068549
FLJ22763,9.6818,9.0803,9.0811,8.3105,6.8969,8.0728,9.5545,8.5852,7.0004,7.5765,8.368,9.4809,8.9377,8.2873,3.1815,7.6856,8.8571,9.1266,6.7526,8.785,8.5337,9.7897,8.5749,8.5724,7.5491,9.3388,9.0488,8.8127,8.7971,9.126,9.2968,9.9079,9.1396,2.6287,8.9524,9.6128,8.4422,9.0498,9.6732,9.0804,9.6708,7.04,8.7415,5.2164,8.8449,5.0989,9.109,8.4581,9.2818,8.9581,2.3794,8.9909,9.049,5.9369,9.7362,7.474,7.3162,9.3779,9.2813,6.4579,8.2503,8.9544,8.2858,9.1959,9.1841,8.536,7.4885,8.7625,8.8184,9.0321,9.2943,7.5747,7.9413,8.905,9.4643,8.4769,8.1653,8.833,7.6902,8.9623,8.1986,4.6648,8.771,9.2478,6.2882,9.079
FLVCR1,8.6854,7.5291,8.3465,6.1193,5.3538,6.2188,8.5038,6.3648,4.5868,4.6128,5.831,8.8947,7.8013,6.0195,4.9733,6.0079,7.1081,8.5048,5.5644,7.6749,5.7337,8.034,5.9584,6.8152,4.2844,8.6524,7.9785,7.5246,7.2649,8.5747,9.3252,8.758,8.6966,4.536,7.9361,7.1807,6.708,8.7908,8.3528,7.7579,9.0199,5.2406,7.007,4.8008,7.9477,5.5008,8.6428,6.189,8.3446,7.1287,4.304,7.8713,8.3041,5.7994,6.4293,4.8719,4.9121,7.8476,7.4209,4.9131,6.7487,7.5287,6.7921,8.601,7.7094,6.999,5.7285,7.6455,7.8187,8.1701,9.2579,6.5177,6.3971,7.1617,8.349,5.3808,6.6151,7.79,6.145,8.6583,7.8501,4.8888,8.1523,7.4668,5.2112,8.1515
FTL,11.7854,10.9983,11.6462,11.4641,11.2684,11.0323,12.3422,11.1179,10.79,11.4431,11.8628,10.9261,11.3974,10.743,10.4703,11.3238,11.2604,11.5998,10.6023,10.9968,11.1086,11.4518,10.8768,11.408,11.0363,11.9781,11.2205,12.3004,10.8499,11.6218,10.9377,12.0804,11.5415,11.5512,11.5263,12.0772,10.9483,11.7981,11.6485,11.7562,11.0617,11.2766,11.0958,11.2373,10.7613,10.8203,11.1208,11.1,11.2237,11.133,11.2852,11.5691,11.2948,10.8313,10.9472,10.4548,11.8716,11.3557,12.0626,10.9736,10.5699,11.566,11.6516,11.2091,12.1057,11.3122,9.9911,10.7406,10.7579,11.5747,11.546,11.1151,10.8206,11.7609,11.7159,11.1232,11.0384,11.1105,10.7352,11.6142,10.8172,10.6769,10.815,11.4746,10.539,11.8549
G6PC,8.9629,6.4151,5.888,5.071,3.4573,4.987,8.0796,4.2019,3.8164,3.6502,3.6047,7.5213,6.8777,3.5794,3.7869,6.4544,7.3603,8.0552,4.3624,5.3766,3.614,7.5926,3.8542,4.1067,3.5338,8.5739,6.6911,7.445,6.6943,6.5596,9.7877,6.8383,7.978,3.0806,6.9386,7.5417,6.2277,7.6652,7.8314,6.2843,9.8929,3.6968,6.3705,3.7484,8.5366,3.8987,7.3388,4.5929,6.6375,5.8914,3.344,7.8357,8.6108,3.4866,4.0187,3.2845,5.5366,7.9819,7.0241,3.807,5.4222,6.0069,5.4224,7.3781,6.9791,5.0979,3.9252,3.7181,8.9271,7.713,8.7266,7.4594,3.933,6.0012,7.9318,5.4514,3.9299,5.5502,4.3657,6.0505,5.3201,3.5579,7.0985,8.3567,3.4176,7.9485
GATM,8.5678,8.6268,8.7595,7.6197,4.4306,8.0311,8.1607,7.2447,4.3917,7.1882,4.9731,9.5347,8.9322,6.9415,4.8723,6.9646,8.3443,8.1096,5.4018,6.8728,6.9652,9.2353,5.1903,7.1066,6.4107,8.7709,7.8738,8.3009,7.7,8.0255,8.9469,8.8627,8.2178,4.1144,8.6243,7.228,6.9828,8.482,9.3321,8.6706,9.3335,6.3794,7.8672,5.5498,7.9964,5.905,8.5099,8.3236,7.3403,7.9431,4.8271,8.8311,8.2575,4.4908,7.2676,5.4682,5.5466,8.6552,8.4356,5.9798,7.6545,7.8617,8.3992,8.5296,7.9399,7.7742,4.086,6.9557,8.4989,8.9086,8.8512,7.2769,7.9344,7.9115,8.2822,7.6863,7.1081,7.8758,5.9043,8.586,6.9131,3.9407,8.7527,8.7676,6.0037,8.3647
GDPD2,7.9195,7.1124,7.5078,7.4928,6.1127,6.8103,8.594,6.1248,7.5041,6.6492,6.1055,7.8959,7.6983,6.1639,6.6896,6.9874,7.5224,8.2073,7.2209,6.5428,6.8716,7.8238,8.3154,7.2403,6.2008,8.6718,7.1714,7.5393,7.663,8.7013,8.8145,7.6581,8.1675,6.1039,7.6932,8.0647,7.2765,8.26,8.3057,7.5974,8.4712,7.2257,7.4633,6.4524,7.9934,6.2041,7.9694,6.978,7.6921,7.0249,5.6969,7.9775,7.4092,5.6425,6.9581,7.5812,6.6338,7.8101,7.8753,5.8501,6.3035,7.5714,7.5827,7.5211,7.2008,7.5336,7.7321,6.7501,7.5952,8.327,8.7975,7.0668,6.9466,6.8002,8.3532,6.7435,7.329,7.7766,7.3068,7.957,7.4617,6.3081,7.6041,8.4028,6.6317,7.9235
GLCE,7.2907,7.5474,7.7752,7.3293,6.1586,7.5981,7.8232,7.1348,5.5597,7.4937,7.5013,7.1727,7.1062,7.7051,7.496,7.6317,7.3547,7.7473,7.2412,7.6259,6.9065,7.237,6.9461,8.015,7.549,7.2154,8.2939,7.1769,7.6695,7.3198,8.1582,7.3667,7.2529,5.7855,6.6932,6.3158,6.7163,7.0686,6.6125,7.1025,7.492,7.6872,7.6706,6.5886,7.7025,8.089,7.3314,6.5044,6.6289,7.2791,5.0314,7.3655,7.4837,6.9991,7.9272,6.9749,5.6159,7.0984,6.7875,7.6298,7.2326,6.4981,7.4239,8.1939,7.7849,7.669,7.8055,6.8667,8.3771,7.3522,7.7635,7.2287,7.9528,8.3219,7.6608,7.7341,6.8146,7.7304,7.5137,6.5315,7.5287,6.9491,6.4691,7.2635,7.3763,7.5383
GNA11,9.0845,8.8483,8.7889,8.2625,6.7855,8.1951,8.9797,7.9174,8.7645,7.9552,8.894,9.0636,9.2226,8.4901,7.1278,8.5254,8.3,9.3193,7.6262,8.5678,8.5804,8.6503,8.519,8.821,7.2831,9.0295,8.5518,8.7235,8.5093,9.4409,8.8582,8.7602,9.2726,6.2677,8.6644,8.5853,8.3706,9.2,9.2448,9.0132,9.2452,8.2041,8.3471,8.2122,8.6762,8.3701,8.9829,8.1281,8.9763,8.7356,4.4527,9.138,9.4563,6.9208,8.1911,8.3884,6.7712,9.3931,9.013,7.6948,8.1305,8.7957,8.8622,8.5928,8.9681,8.8809,8.6897,8.3478,8.4678,9.3803,8.9515,8.4186,8.454,8.8107,9.5015,8.3572,8.521,8.6723,8.6862,9.177,8.4011,7.3175,8.5877,8.6131,6.6451,8.7656
GNRHR2,5.6046,5.6745,5.1461,5.5751,4.4648,5.4343,6.187,4.7687,5.679,5.2429,5.5892,5.6542,5.5742,5.5437,6.0678,5.4723,6.1408,5.8819,5.6984,5.5225,5.4243,5.4421,5.9712,5.0144,5.1426,5.1326,6.0643,5.1318,5.322,4.7936,6.138,5.7194,5.6858,5.4334,5.4932,5.2899,5.3481,5.9789,5.9343,5.3567,5.4977,5.6681,5.9222,5.297,5.913,5.0739,5.3398,5.2026,5.833,5.6431,5.3924,5.657,5.6511,5.6098,4.7725,5.7113,6.0452,5.1442,4.321,6.1063,6.0523,5.6693,5.3189,5.8427,6.13,5.9802,6.3195,5.2319,5.5905,5.792,5.1075,5.5412,5.6635,5.8981,5.5568,5.3688,6.3201,5.5475,5.5639,5.8101,6.3164,5.5938,6.2583,5.0079,5.4555,5.1759
GOLIM4,10.569,9.8025,10.4803,10.1792,9.4774,10.0876,10.7583,9.6404,10.3284,10.1463,9.706,10.8029,10.5453,10.1941,9.7454,9.5865,10.4116,10.5831,10.2826,10.1595,10.0047,10.3436,9.7515,10.0201,10.1132,10.6853,10.6317,10.4307,9.3725,10.5311,10.321,10.9213,10.5016,9.3449,10.4137,9.6881,10.2146,10.9991,10.698,10.4648,10.6131,10.1791,10.0218,9.7287,10.4646,9.7073,10.6477,9.9106,10.4375,10.0502,8.9614,10.4298,10.7914,9.2597,9.7754,10.2349,8.8984,10.4513,10.0023,9.6848,9.6165,10.2341,9.9761,10.6672,10.5172,10.1801,9.8259,9.655,10.5354,10.6373,10.422,9.5987,9.9947,10.4105,10.7539,9.4774,10.2578,10.6345,10.4639,10.6598,10.5785,9.2513,10.3654,9.9989,9.9593,10.6048
GPA33,9.393,9.2046,9.357,8.4263,8.4495,8.8779,9.6096,8.998,9.6683,9.2749,9.0581,9.2738,9.4873,9.397,4.5975,8.3757,8.7995,9.0534,9.9812,9.0573,9.6524,9.3025,9.9764,9.7146,9.4295,9.4442,9.2722,9.3542,9.6839,9.2912,9.4572,9.8693,9.8727,4.0743,9.2499,9.1935,9.1813,9.3963,9.5259,9.0668,9.5825,9.5697,9.3537,9.7376,9.1857,9.4082,9.2464,8.0471,9.109,9.1081,5.8561,9.3461,9.2507,9.3235,9.0574,9.5468,8.1579,9.6107,9.4855,9.4753,8.6672,9.0321,9.3501,9.0594,9.384,9.4656,10.2435,9.2165,9.1695,9.5897,9.3117,9.1567,9.2946,9.3621,9.3964,8.9132,8.7161,9.1276,10.0253,9.6518,9.4394,7.1167,8.9208,9.2114,8.9012,9.1257
GUCA2A,10.5861,9.6621,10.591,9.2769,7.4987,9.4954,11.4989,7.8894,10.1679,8.6017,9.3902,9.6818,11.0205,9.5952,4.658,9.2108,10.1651,11.269,10.6115,9.5513,7.8854,10.9614,10.8731,9.6098,8.6583,11.8413,10.2717,10.6733,9.7086,10.8658,10.7599,11.0319,11.0261,5.4217,10.8912,11.4009,9.8571,11.1354,10.6349,11.0645,10.9222,9.2664,9.5226,9.0088,10.9667,7.8165,10.6109,9.7697,10.6241,10.3807,8.0574,10.9008,10.5771,5.9375,9.7942,10.1594,9.2622,10.802,10.929,8.66,9.7065,10.5547,9.4858,10.2526,11.0836,9.8385,11.2512,9.455,10.4354,11.3941,10.7265,9.2177,7.7625,10.1889,11.2479,7.9139,9.3153,10.337,10.6431,10.2403,10.1732,5.742,10.0467,10.8075,7.7624,11.358
HADHB,9.6307,9.6966,9.2983,9.3776,9.0364,9.3344,9.6841,9.2372,9.2088,9.1095,8.9368,9.6288,9.3793,9.6757,8.9699,8.9574,9.5737,9.6303,9.021,9.4296,9.5454,9.6095,9.0766,9.3406,9.272,9.4185,9.2862,9.66,9.5488,9.6287,9.7672,10.1087,9.708,8.8251,9.3941,9.4912,9.6272,9.6534,9.8055,9.5318,10.0258,9.2975,9.5262,9.1535,9.5441,8.6394,9.886,9.2483,9.4036,9.2908,8.458,9.372,9.3382,9.0255,9.3335,9.4502,8.8483,9.3677,9.6007,8.9745,9.2507,9.52,9.23,9.4438,9.6509,9.3569,9.4747,9.2966,9.5381,9.6039,9.6197,9.2406,9.3368,9.573,9.6005,9.3824,9.0805,9.4448,9.408,9.3748,9.6979,8.9493,9.6542,9.7047,8.8624,9.1387
HOOK2,7.7038,7.3045,7.6885,6.4464,5.8672,7.3341,7.6563,7.3015,7.1981,7.3433,7.1035,7.6667,8.0086,7.1045,6.5515,7.6355,7.0097,7.5821,7.4292,6.5759,7.5111,7.2965,7.3291,7.2859,6.8109,7.6729,7.1093,7.5676,7.0111,7.647,7.6186,7.5237,7.8725,5.3675,7.3735,6.9331,7.2396,7.3376,7.5384,7.6712,8.2265,6.7727,7.4914,7.0091,6.9828,6.0757,7.3151,6.5639,6.9618,7.308,4.8346,7.2317,7.6397,6.4311,7.1596,6.8921,6.1723,7.4678,7.6671,6.8109,7.1058,7.4615,7.4149,6.6024,7.2871,7.1318,7.2598,7.0445,7.5026,7.8215,7.6989,7.1494,7.4853,7.8458,7.373,7.176,7.0412,7.1566,7.3762,7.9697,7.6642,6.4498,7.5189,7.7784,6.73,7.5065
IYD,7.6844,6.6367,7.8479,6.5004,3.1191,6.4984,8.1566,5.8269,4.9683,6.4708,6.087,7.5991,7.8501,6.0754,5.178,6.9411,7.0609,7.8573,6.3285,6.4853,6.2167,7.371,6.324,6.3997,5.1462,7.634,7.2775,7.2575,6.0533,7.2911,7.7854,7.6585,8.0549,3.1793,7.3177,5.8564,6.7395,7.6596,8.0159,7.7007,7.5134,6.1462,6.9029,4.1976,7.6039,5.7561,7.575,5.598,6.9182,6.8985,3.0494,7.8469,7.4523,3.6096,6.9174,6.8019,4.4618,6.8755,7.0265,6.2534,5.8276,6.434,6.227,7.6083,7.6905,7.3849,6.323,5.733,8.1743,7.5398,8.1198,6.2775,5.9433,6.862,7.9679,7.0644,5.956,7.9974,6.5229,7.0707,7.2281,4.4233,6.905,7.9778,5.5115,7.7896
KRT20,11.057,10.5423,11.1171,10.0414,9.8858,10.2661,10.6183,10.0912,11.1127,10.0571,10.6474,10.9006,10.5692,11.0935,8.3169,10.6216,9.7827,11.0753,10.6975,10.6981,11.3132,10.256,11.3611,10.7858,10.7896,10.9485,10.5648,10.4678,10.4372,10.9395,10.5677,10.7466,10.779,3.0019,10.9918,10.5462,10.2409,11.0614,10.9385,10.219,10.6172,10.745,10.579,10.3389,10.508,10.5791,10.63,9.9706,11.0687,10.7297,7.5979,10.1622,10.9245,10.2449,11.029,11.0831,9.0648,11.4482,11.3077,10.4408,10.078,10.4654,10.7936,10.7547,10.7514,11.2698,11.9306,10.7631,10.3383,10.5383,10.4968,10.1646,11.1111,10.3911,11.0217,10.2701,10.54,10.739,11.8876,10.8096,11.0186,10.1959,10.1219,10.5671,10.1874,10.587
LASP1,9.8692,9.4194,9.7306,9.3228,9.0706,9.2253,9.4821,9.0562,9.4022,9.2972,9.2808,9.7558,9.7714,9.2178,8.7211,9.5202,9.1728,9.918,9.1804,9.118,9.7849,9.5863,9.4325,9.4519,9.2689,9.7464,9.1788,9.849,9.2659,9.4443,9.4793,9.8491,10.0493,8.8247,9.4783,9.3427,9.5187,9.6492,9.7288,9.6031,9.4883,9.3994,9.3519,9.2367,9.6457,9.299,9.6312,9.3071,9.3146,9.3751,8.7933,9.6166,9.6097,8.9585,9.2805,9.355,8.9678,9.7462,9.6461,9.1843,9.3222,9.4216,9.7824,9.236,9.6851,9.5748,9.5646,9.3009,9.4592,10.0047,9.5323,9.6818,9.2958,9.6828,9.4654,9.2295,9.1447,9.3985,9.4123,9.7207,9.4863,9.2397,9.2398,9.5949,9.1728,9.5855
LGALS3,5.3391,3.7128,4.7446,3.8952,4.0311,3.7004,4.3723,3.4992,5.576,4.4048,4.8851,4.6915,4.4827,4.6928,3.4375,4.4592,3.6808,4.6742,5.213,4.5088,5.0107,4.2085,3.876,4.499,5.0939,4.3448,5.1455,4.3349,3.8251,4.0012,4.7719,4.7231,4.1216,3.4923,4.0431,4.6086,3.5667,4.7985,4.5466,4.4888,5.127,5.3806,3.9004,5.023,3.444,4.2232,3.7887,4.0918,3.622,3.9541,4.0075,4.0825,4.977,3.8946,5.2264,4.7639,4.6783,3.7574,3.9425,4.0977,4.1953,3.9234,4.186,4.3081,5.3113,4.586,4.6522,3.7747,4.3495,4.7839,4.8886,3.8927,4.3938,4.6598,4.5637,3.5468,4.3388,4.4869,5.9473,4.999,4.8678,3.7978,4.1759,4.3485,3.5413,4.5532
MALL,11.3385,10.7694,11.7468,10.5572,9.5979,10.6229,11.6155,10.2841,11.2136,10.6768,10.9561,11.877,11.2156,11.0088,10.0601,10.8601,10.8967,11.5264,11.2554,10.7247,11.4668,11.089,11.1262,11.3984,10.7765,11.8096,10.914,11.2018,10.8246,11.974,10.9865,11.7232,11.4457,7.5386,11.3884,10.9657,10.7597,11.6094,11.6904,11.3409,11.2359,10.5728,10.9047,10.6399,10.9799,10.5001,11.3628,10.5237,11.2773,10.9148,8.441,11.265,11.4661,9.8751,10.7382,11.8286,10.0212,11.5478,11.3888,10.2686,10.6108,11.222,11.4493,11.0728,11.4887,10.9878,11.9423,10.9559,10.8648,11.7607,11.6468,10.6601,10.974,11.5218,11.3116,10.3422,10.825,11.1673,11.3189,11.9779,11.611,10.1468,11.3524,10.9605,10.2945,11.3836
MAOA,9.5945,9.1837,9.4177,8.7056,6.0457,8.6383,9.5395,7.546,8.8336,8.1371,7.8465,9.1606,9.332,9.0414,7.1098,8.1322,8.9423,9.9361,8.7005,8.8352,8.0858,9.3133,8.8284,9.0993,8.2121,9.43,9.0499,9.2882,8.8975,9.4556,9.5589,9.3752,9.6867,5.793,9.0976,9.1028,9.3978,9.5944,9.6113,8.9177,9.6074,8.9843,8.993,8.5022,9.9877,8.1614,9.6717,8.5795,9.3262,8.6806,5.3941,9.5188,9.448,6.7408,8.906,8.8776,5.7125,9.4339,9.7274,7.79,8.7458,9.1564,8.5163,9.6656,9.4627,8.6828,9.1932,8.4962,9.5224,10.0346,9.5198,8.235,7.8326,9.301,9.6911,8.3666,8.4562,9.2266,8.6285,9.0806,9.1992,5.7571,9.1126,9.7683,7.7107,9.4697
MAOB,8.7337,8.0699,8.0935,7.78,5.9949,7.3648,8.929,7.4442,5.4974,5.7603,6.616,8.6401,8.079,5.983,6.9569,7.3808,8.2983,7.9376,5.4941,7.5208,5.9846,8.8739,5.5173,7.4029,5.4276,8.2858,8.5198,8.4126,8.254,9.0441,8.6629,8.7696,8.3684,5.4271,8.1369,7.4846,7.737,8.8743,8.3413,8.004,8.3848,5.6642,7.9139,4.9953,8.8713,4.8568,8.1342,7.3238,8.0078,7.9809,5.4024,7.9988,8.3391,4.5349,6.9609,5.6985,6.677,8.7542,8.0031,4.8135,7.483,7.2826,7.2426,8.6018,8.4709,7.7728,4.8861,6.9031,8.2685,8.5506,8.6341,7.2772,7.1006,7.3641,8.4578,7.5603,7.4559,8.56,5.6022,7.9009,6.8381,7.7098,8.4245,8.6834,5.6936,8.4926
MARVELD3,7.8244,7.2701,8.3604,7.0827,6.8161,7.3141,8.127,7.1963,8.1496,7.2315,7.5303,7.8292,7.7908,7.7599,5.2995,6.8618,7.3453,8.2727,7.7479,7.5086,7.7267,7.6378,8.5648,8.354,7.7303,8.3297,6.9829,8.3842,7.2951,8.436,8.3636,7.6553,8.2711,3.2519,7.2952,8.1546,7.6284,7.7118,8.0605,7.8686,7.8752,8.3323,8.0781,7.1178,7.9351,7.2128,7.9606,6.7962,7.7902,7.979,4.346,8.0466,8.1356,6.6301,7.9358,8.1371,6.6768,8.4723,8.4878,6.7526,6.974,8.0315,8.1518,7.9619,8.3549,8.0678,8.3848,7.7025,7.8914,8.2779,8.1454,7.1958,7.8556,8.2631,8.4007,7.4846,7.147,7.9612,8.3741,8.5397,8.1552,6.325,7.1667,7.7547,7.0101,7.7295
MATN2,8.872,7.7567,9.0182,7.9097,7.5842,8.1886,9.0031,6.474,6.5496,8.0081,6.1088,8.6609,8.2149,7.7753,7.5021,7.4931,7.8557,8.9739,6.2511,7.265,6.9154,8.7945,6.7691,7.5177,5.5553,8.509,7.4012,8.781,7.951,8.461,9.1853,9.1828,9.0111,5.3889,8.7814,7.3845,7.6518,8.7576,8.9813,8.9329,8.0255,7.2979,7.8063,6.5681,8.6073,7.0365,8.6626,8.1912,7.9544,7.6628,6.4126,8.9625,8.3813,5.4297,8.9286,7.3061,6.9291,8.228,7.8139,6.7195,7.5286,8.571,8.1699,8.3617,8.4032,8.3908,6.687,7.4228,8.0347,9.2848,8.9595,7.1843,6.9779,8.3093,8.6679,7.1724,6.8603,8.8196,8.1176,8.9126,8.0235,7.1003,8.2967,9.439,6.7804,9.1011
MEP1A,10.9285,9.8222,10.8477,9.5884,8.636,9.5776,10.8343,9.4107,9.4637,9.1917,9.2168,10.6129,10.9695,9.7328,6.1896,9.4444,10.0729,10.7898,9.8406,9.9389,9.7398,10.5601,9.8737,9.9778,9.3558,11.242,9.9649,10.4296,9.8711,10.8771,10.5632,11.1728,11.1775,4.5779,10.4923,10.0919,10.0571,10.8774,11.0023,10.7234,11.2534,9.0557,9.7892,8.4347,10.5808,8.0301,10.7467,10.0244,10.3185,10.062,5.7496,10.633,10.7777,7.3951,9.8311,9.5877,9.7231,10.711,10.242,7.9417,9.6769,10.4255,10.6501,10.5659,10.5698,10.0968,9.9879,9.6908,10.601,10.9276,10.681,9.554,9.557,10.5169,10.7585,9.809,9.6232,10.5864,9.5825,10.8023,10.4456,5.9006,10.2666,10.6662,8.8098,10.7424
MEP1B,10.988,10.0931,10.4923,9.8173,7.9496,9.4445,10.8643,9.374,7.892,7.7608,8.2721,10.9189,10.1995,9.2712,6.3578,9.4191,10.1879,11.0197,7.4324,9.5238,9.0145,10.2451,8.3862,9.5199,7.1047,11.0221,9.9669,10.0611,10.1839,10.9664,11.0023,11.6858,10.715,6.1771,10.5304,9.8978,9.8437,10.947,10.9349,10.4674,11.232,8.6603,9.8273,5.8264,10.8403,5.9078,10.8395,9.6928,10.3353,9.3286,4.2925,10.5462,10.252,6.0927,9.1427,6.7475,8.9626,10.3641,10.2964,6.3848,9.7392,10.4017,9.5208,10.9373,10.2967,9.7341,6.1991,8.9731,10.228,11.0573,10.802,9.7102,8.8753,10.0903,10.5238,9.3248,9.7482,10.7358,8.0122,10.869,9.935,5.8934,10.5382,10.7623,6.7895,11.015
MGAM,11.2448,10.3859,11.1858,9.5656,8.8131,9.3714,10.9649,9.7476,5.6302,6.9612,8.7776,11.3646,11.2181,9.1127,7.34,9.7615,10.7071,11.5075,6.0281,10.0921,8.3693,10.8915,6.2987,9.6135,6.6975,11.5602,10.5822,10.6467,9.7937,11.3808,10.7906,11.5343,11.1906,8.6664,10.8152,9.8717,10.4733,11.5193,11.258,10.6281,11.0772,7.368,9.9421,4.0191,10.9175,6.4069,11.0669,10.0167,10.5278,10.3477,5.9222,10.7335,11.0621,4.1915,9.6459,5.8617,9.6603,10.7034,10.4123,5.8052,10.2471,10.6907,10.196,11.0977,10.9189,10.1027,5.9044,9.8556,10.8381,11.2948,11.3747,9.4913,8.5454,10.416,11.2272,8.9171,10.3761,10.8221,7.0046,10.9003,8.7449,7.4955,10.7323,11.3185,5.0748,11.0563
MME,9.9557,9.4893,9.3025,8.4423,7.5154,8.3221,9.6834,8.1529,3.8016,6.1442,5.925,9.8306,9.3491,4.6233,5.005,8.2821,8.9561,9.5431,3.4803,8.1259,6.9509,9.3222,3.0809,7.9064,4.104,9.5262,8.632,9.3697,8.2039,9.8901,9.5033,10.0392,9.5373,8.26,8.9034,8.2639,7.7414,9.5284,9.7883,9.2342,10.0309,3.1944,8.472,3.746,9.2337,4.575,9.3361,8.4404,8.9823,8.2186,5.8612,9.0321,9.0108,4.2402,7.8067,3.729,8.0528,8.9296,8.6667,3.8303,7.9758,8.9934,9.1494,9.6011,9.1206,8.1001,3.6238,7.9341,9.1695,9.4656,9.87,7.6316,6.6297,8.9019,9.4585,8.091,8.2684,9.192,3.399,9.1164,6.7293,5.7634,9.1981,9.4393,4.9649,9.3386
MOGAT2,9.5285,9.2449,9.1294,8.6176,5.8689,8.6741,9.1794,8.2668,8.0714,7.9804,3.8568,9.2549,9.3395,8.387,4.8405,8.8463,8.5985,9.3963,8.2388,8.458,8.6781,8.9697,7.5626,8.9091,7.613,9.1444,6.1864,9.0536,8.8904,9.3324,9.2403,9.0921,9.3581,4.2822,8.9974,9.1222,8.7807,9.3045,9.4311,8.9832,9.908,7.8147,9.1379,8.0504,8.82,5.6834,9.1704,8.4477,8.9429,8.3735,4.3703,8.9541,9.1168,6.2426,8.3615,7.728,6.3813,9.4453,9.3906,7.4586,8.2729,8.8004,9.1504,9.1375,9.1702,9.1319,8.4966,8.8114,9.0159,9.4579,9.2342,8.439,8.1834,8.8449,9.131,8.5799,8.2407,8.7765,8.6506,9.793,9.084,6.4432,8.5401,8.9911,6.8329,9.2653
MUC17,12.0244,11.0001,11.5566,10.9694,11.1836,10.9078,11.4694,11.1714,7.0511,11.2914,11.4462,11.3403,11.4895,11.4779,10.3379,11.3606,11.1743,11.9893,7.3038,11.4533,12.0016,11.6214,8.0365,11.7915,10.0814,12.0071,11.4006,11.4902,11.3638,12.1976,11.1872,11.9831,12.1578,5.0681,11.6289,10.6154,10.7788,12.2976,11.686,11.3002,11.4844,9.7045,11.279,7.1593,11.4619,8.7407,11.646,10.7429,11.2907,11.9528,6.2548,11.185,12.0636,9.3009,10.9403,9.9772,11.2161,11.4327,11.2223,9.2187,11.207,11.6112,11.8802,11.2765,11.0629,11.5155,9.6341,11.3522,11.3111,11.8983,11.9371,11.19,11.4625,11.7301,12.0236,11.1258,11.5194,11.5033,10.3093,11.9626,11.4357,11.0232,11.4572,11.6894,9.7621,11.7039
